sent
26055	,	0 , PNCT
26055	он	0 он ADJF Apro Subx masc sing 3per nomn
26056	также	0 также PRCL
26057	мною	0 я ADJF Apro Subx sing 1per ablt
26058	внесён	0 внести PRTS perf masc sing pssv past
26059	в	0 в PREP
26060	Госдуму	0 Госдума NOUN femn inan sing accs
26061	и	0 и CONJ
26062	называется	0 называться VERB impf intr sing pres 3per indc
26063	"	0 " PNCT
26063	О	0 о PREP
26064	возвращении	0 возвращение NOUN neut inan sing loct
26065	имущества	0 имущество NOUN neut inan sing gent
26066	религиозным	0 религиозный ADJF plur datv
26067	организациям	0 организация NOUN femn inan plur datv
26068	"	0 " PNCT
26069	.	0 . PNCT
/sent
sent
26070	Сейчас	0 сейчас ADVB Ques
26071	важно	0 важно PRED
26072	не	0 не PRCL
26073	"	0 " PNCT
26073	сдать	0 сдать INFN perf tran actv
26074	"	0 " PNCT
26074	Ходорковского	0 Ходорковский NOUN masc anim sing gent
26075	,	0 , PNCT
26075	не	0 не PRCL
26076	поверить	0 поверить INFN perf intr actv
26077	ложным	0 ложный ADJF plur datv
26078	ориентирам	0 ориентир NOUN masc inan plur datv
26079	антиолигархической	0 антиолигархический ADJF femn sing gent
26080	борьбы	0 борьба NOUN femn inan sing gent
26081	,	0 , PNCT
26081	навязываемым	0 навязывать PRTF impf tran plur datv pssv pres
26082	КПРФ	0 КПРФ NOUN femn inan Fixd sing datv
26083	и	0 и CONJ
26084	"	0 " PNCT
26084	союзникам	0 союзник NOUN masc anim plur datv
26085	"	0 " PNCT
26085	всякими	0 всякий ADJF Apro plur ablt
26086	разными	0 разный ADJF plur ablt
26087	"	0 " PNCT
26087	стратегами	0 стратег NOUN masc anim plur ablt
26088	"	0 " PNCT
26089	,	0 , PNCT
26090	а	0 а CONJ
26091	обеспечить	0 обеспечить INFN perf tran actv
26092	концентрированную	0 концентрированный ADJF femn sing accs
26093	поддержку	0 поддержка NOUN femn inan sing accs
26094	тому	0 тот ADJF Apro masc sing datv
26095	единственному	0 единственный ADJF masc sing datv
26096	человеку	0 человек NOUN masc anim sing datv
26097	,	0 , PNCT
26097	который	0 который ADJF Apro masc sing nomn
26098	,	0 , PNCT
26098	сам	0 сам ADJF Apro masc sing nomn
26099	будучи	0 быть GRND impf intr actv pres
26100	ещё	0 еще ADVB
26101	недавно	0 недавно ADVB
26102	членом	0 член NOUN masc anim sing ablt
26103	правящего	0 правящий ADJF masc sing gent
26104	класса	0 класс NOUN masc inan sing gent
26105	,	0 , PNCT
26105	сумел	0 суметь VERB perf intr actv masc sing past indc
26106	бросить	0 бросить INFN perf tran actv
26107	вызов	0 вызов NOUN masc inan sing accs
26108	Кремлю	0 кремль NOUN masc inan sing datv
26109	.	0 . PNCT
/sent
sent
26109	Как	0 как CONJ
26110	и	0 и CONJ
26111	три	0 три NUMR accs
26112	месяца	0 месяц NOUN masc inan sing gent
26113	назад	0 назад ADVB
26114	,	0 , PNCT
26114	главным	0 главный ADJF masc sing ablt
26115	противником	0 противник NOUN masc anim sing ablt
26116	законопроекта	0 законопроект NOUN masc inan sing gent
26117	по	0 по PREP
26118	реформе	0 реформа NOUN femn inan sing datv
26119	ЖКХ	0 ЖКХ NOUN neut inan Fixd sing gent
26120	,	0 , PNCT
26120	согласованного	0 согласовать PRTF perf tran masc sing gent pssv past
26121	с	0 с PREP
26122	правительством	0 правительство NOUN neut inan sing ablt
26123	и	0 и CONJ
26124	проправительственными	0 проправительственный ADJF plur ablt
26125	фракциями	0 фракция NOUN femn inan plur ablt
26126	,	0 , PNCT
26126	выступили	0 выступить VERB perf intr actv plur past indc
26127	"	0 " PNCT
26127	яблочники	0 яблочник NOUN masc anim plur nomn
26128	"	0 " PNCT
26129	.	0 . PNCT
/sent
sent
26130	В	0 в PREP
26131	странах	0 страна NOUN femn inan plur loct
26132	-	0 - PNCT
26132	экспортёрах	0 экспортер NOUN masc anim plur loct
26133	нефти	0 нефть NOUN femn inan sing gent
26134	,	0 , PNCT
26134	дескать	0 дескать CONJ Prnt
26135	,	0 , PNCT
26135	доход	0 доход NOUN masc inan sing nomn
26136	на	0 на PREP
26137	душу	0 душа NOUN femn inan sing accs
26138	населения	0 население NOUN neut inan sing gent
26139	снизился	0 снизиться VERB perf intr masc sing past indc
26140	с	0 с PREP
26141	1979	0 1979 NUMR
26142	года	0 год NOUN masc inan sing gent
26143	на	0 на PREP
26144	30	0 30 NUMR
26145	%	0 % PNCT
26146	.	0 . PNCT
/sent
sent
26147	Совсем	0 совсем ADVB
26148	наоборот	0 наоборот ADVB
26149	.	0 . PNCT
/sent
sent
26149	К	0 к PREP
26150	нам	0 мы ADJF Apro Subx plur 1per datv
26151	,	0 , PNCT
26151	коммунистам	0 коммунист NOUN masc anim plur datv
26152	-	0 - PNCT
26152	руководителям	0 руководитель NOUN masc anim plur datv
26153	,	0 , PNCT
26153	люди	0 человек NOUN masc anim plur nomn
26154	относятся	0 относиться VERB impf intr plur pres 3per indc
26155	строже	0 строго ADVB
26156	,	0 , PNCT
26156	чем	0 чем CONJ
26157	к	0 к PREP
26158	другим	0 другой ADJF Apro plur datv
26159	.	0 . PNCT
/sent
sent
26159	А	0 а CONJ
26160	где	0 где ADVB Ques
26161	же	0 же PRCL
26162	остальные	0 остальной ADJF Apro Subx plur nomn
26163	?	0 ? PNCT
/sent
sent
26163	в	0 в PREP
26164	школе	0 школа NOUN femn inan sing loct
26165	всё	0 всё ADJF Apro Subx neut sing nomn
26166	иначе	0 иначе ADVB Ques
26167	.	0 . PNCT
/sent
sent
26167	Зюганов	0 Зюганов NOUN masc anim sing nomn
26168	.	0 . PNCT
/sent
sent
26168	Но	0 но CONJ
26169	итог	0 итог NOUN masc inan sing nomn
26170	поисков	0 поиск NOUN masc inan plur gent
26171	так	0 так ADVB Ques
26172	не	0 не PRCL
26173	понравился	0 понравиться VERB perf intr masc sing past indc
26174	Гайдару	0 Гайдар NOUN masc anim sing datv
26175	,	0 , PNCT
26175	что	0 что CONJ
26176	он	0 он ADJF Apro Subx masc sing 3per nomn
26177	даже	0 даже PRCL
26178	не	0 не PRCL
26179	дорассчитался	0 дорассчитаться VERB perf intr masc sing past indc
26180	с	0 с PREP
26181	американцами	0 американец NOUN masc anim plur ablt
26182	"	0 " PNCT
26182	зажав	0 зажать GRND perf tran actv past
26183	"	0 " PNCT
26183	вторую	0 второй ADJF Anum femn sing accs
26184	часть	0 часть NOUN femn inan sing accs
26185	обещанной	0 обещать PRTF perf tran femn sing gent pssv past
26186	суммы	0 сумма NOUN femn inan sing gent
26187	в	0 в PREP
26188	800	0 800 NUMR
26189	тыс	0 тысяча NOUN femn inan plur gent
26190	.	0 . PNCT
26190	долларов	0 доллар NOUN masc inan plur gent
26191	.	0 . PNCT
/sent
sent
26191	Эта	0 этот ADJF Apro femn sing nomn
26192	версия	0 версия NOUN femn inan sing nomn
26193	малоубедительна	0 малоубедительный ADJS femn sing
26194	.	0 . PNCT
/sent
sent
26194	В	0 в PREP
26195	наше	0 наш ADJF Apro neut sing accs inan
26196	законодательство	0 законодательство NOUN neut inan sing accs
26197	думцами	0 думец NOUN masc anim plur ablt
26198	с	0 с PREP
26199	подсказки	0 подсказка NOUN femn inan sing gent
26200	лоббистов	0 лоббист NOUN masc anim plur gent
26201	нефтяных	0 нефтяной ADJF plur gent
26202	компаний	0 компания NOUN femn inan plur gent
26203	предусмотрительно	0 предусмотрительно ADVB
26204	не	0 не PRCL
26205	заложен	0 заложить PRTS perf masc sing pssv past
26206	механизм	0 механизм NOUN masc inan sing accs
26207	изъятия	0 изъятие NOUN neut inan sing gent
26208	в	0 в PREP
26209	казну	0 казна NOUN femn inan sing accs
26210	рентных	0 рентный ADJF plur gent
26211	доходов	0 доход NOUN masc inan plur gent
26212	.	0 . PNCT
/sent
sent
26212	Кажется	0 кажется CONJ Prnt
26213	,	0 , PNCT
26213	и	0 и CONJ
26214	сегодня	0 сегодня ADVB
26215	всё	0 всё ADJF Apro Subx neut sing nomn
26216	благоприятствует	0 благоприятствовать VERB impf intr actv sing pres 3per indc
26217	этому	0 это ADJF Apro Subx neut sing datv
26218	.	0 . PNCT
/sent
sent
26218	Полтора	0 полтора NUMR masc accs
26219	года	0 год NOUN masc inan sing gent
26220	.	0 . PNCT
/sent
sent
26220	В	0 в PREP
26221	доказательство	0 доказательство NOUN neut inan sing accs
26222	этой	0 этот ADJF Apro femn sing gent
26223	мысли	0 мысль NOUN femn inan sing gent
26224	"	0 " PNCT
26224	Гардиан	0 гардиан NOUN femn inan sing nomn
26225	"	0 " PNCT
26225	сослалась	0 сослаться VERB perf intr femn sing past indc
26226	на	0 на PREP
26227	мнение	0 мнение NOUN neut inan sing accs
26228	экспертов	0 эксперт NOUN masc anim plur gent
26229	--	0 -- PNCT
26229	бывшего	0 бывший ADJF masc sing gent
26230	диссидента	0 диссидент NOUN masc anim sing gent
26231	Людмилы	0 Людмила NOUN femn anim sing gent
26232	Алексеевой	0 Алексеева NOUN femn anim sing gent
26233	и	0 и CONJ
26234	правозащитника	0 правозащитник NOUN masc anim sing gent
26235	Сергея	0 Сергей NOUN masc anim sing gent
26236	Ковалева	0 Ковалев NOUN masc anim sing gent
26237	.	0 . PNCT
26238	"	0 " PNCT
/sent
sent
26239	В	0 в PREP
26240	Ростовской	0 ростовский ADJF femn sing loct
26241	области	0 область NOUN femn inan sing loct
26242	в	0 в PREP
26243	селе	0 село NOUN neut inan sing loct
26244	Кагальник	0 Кагальник NOUN masc inan sing nomn
26245	с	0 с PREP
26246	работой	0 работа NOUN femn inan sing ablt
26247	получше	0 хороший COMP Cmp2
26248	и	0 и CONJ
26249	политической	0 политический ADJF femn sing ablt
26250	жизнью	0 жизнь NOUN femn inan sing ablt
26251	интересоваться	0 интересоваться INFN impf intr
26252	некогда	0 некогда PRED
26253	.	0 . PNCT
/sent
sent
26253	Как-то	0 как-то ADVB Ques
26254	странно	0 странно ADVB
26255	выглядит	0 выглядеть VERB impf intr actv sing pres 3per indc
26256	,	0 , PNCT
26256	когда	0 когда CONJ
26257	партия	0 партия NOUN femn inan sing nomn
26258	власти	0 власть NOUN femn inan sing gent
26259	эту	0 этот ADJF Apro femn sing accs
26260	самую	0 самый ADJF Apro femn sing accs
26261	власть	0 власть NOUN femn inan sing accs
26262	и	0 и CONJ
26263	атакует	0 атаковать VERB impf tran sing actv pres 3per indc
26264	.	0 . PNCT
/sent
sent
26264	Государство	0 государство NOUN neut inan sing nomn
26265	должно	0 должно PRED
26266	обеспечить	0 обеспечить INFN perf tran actv
26267	жёсткий	0 жесткий ADJF masc sing accs inan
26268	мониторинг	0 мониторинг NOUN masc inan sing accs
26269	качества	0 качество NOUN neut inan sing gent
26270	,	0 , PNCT
26270	публиковать	0 публиковать INFN impf tran actv
26271	данные	0 данные NOUN plur accs
26272	,	0 , PNCT
26272	финансовые	0 финансовый ADJF plur accs inan
26273	отчёты	0 отчет NOUN masc inan plur accs
26274	,	0 , PNCT
26274	сколько	0 сколько NUMR nomn
26275	тратится	0 тратиться VERB impf intr sing pres 3per indc
26276	денег	0 деньги NOUN plur gent
26277	на	0 на PREP
26278	учащегося	0 учащийся NOUN masc anim sing accs
26279	и	0 и CONJ
26280	так	0 так ADVB Ques
26281	далее	0 далее ADVB
26282	.	0 . PNCT
/sent
sent
26282	А	0 а CONJ
26283	сейчас	0 сейчас ADVB Ques
26284	ведь	0 ведь PRCL
26285	что	0 что ADJF Apro Subx neut sing nomn
26286	происходит	0 происходить VERB impf intr actv sing pres 3per indc
26287	:	0 : PNCT
26287	Кремль	0 кремль NOUN masc inan sing nomn
26288	превратился	0 превратиться VERB perf intr masc sing past indc
26289	в	0 в PREP
26290	ЦК	0 ЦК NOUN masc inan Fixd sing accs
26291	КПСС	0 КПСС NOUN femn inan Fixd sing accs
26292	,	0 , PNCT
26292	который	0 который ADJF Apro masc sing nomn
26293	всем	0 всё ADJF Apro Subx neut sing ablt
26294	управляет	0 управлять VERB impf intr actv sing pres 3per indc
26295	,	0 , PNCT
26295	но	0 но CONJ
26296	ни	0 ни PRCL
26297	за	0 за PREP
26298	что	0 что ADJF Apro Subx neut sing accs
26299	не	0 не PRCL
26300	отвечает	0 отвечать VERB impf intr actv sing pres 3per indc
26301	.	0 . PNCT
/sent
sent
26301	Шухер	0 шухер NOUN masc inan sing nomn
26302	в	0 в PREP
26303	Бутырке	0 бутырка NOUN femn inan sing loct
/sent
sent
26304	Именно	0 именно PRCL
26305	эту	0 этот ADJF Apro femn sing accs
26306	сумму	0 сумма NOUN femn inan sing accs
26307	выставляем	0 выставлять VERB impf tran plur actv pres 1per indc
26308	на	0 на PREP
26309	конкурс	0 конкурс NOUN masc inan sing accs
26310	по	0 по PREP
26311	оказанию	0 оказание NOUN neut inan sing datv
26312	социальной	0 социальный ADJF femn sing gent
26313	помощи	0 помощь NOUN femn inan sing gent
26314	гражданам	0 гражданин NOUN masc anim plur datv
26315	.	0 . PNCT
/sent
sent
26315	Сегодня	0 сегодня ADVB
26316	,	0 , PNCT
26316	наблюдая	0 наблюдать GRND impf tran actv pres
26317	за	0 за PREP
26318	тем	0 то ADJF Apro Subx neut sing ablt
26319	,	0 , PNCT
26319	как	0 как CONJ
26320	"	0 " PNCT
26320	замачивается	0 замачиваться VERB impf intr sing pres 3per indc
26321	"	0 " PNCT
26321	очередной	0 очередной ADJF masc sing nomn
26322	российский	0 российский ADJF masc sing nomn
26323	олигарх	0 олигарх NOUN masc anim sing nomn
26324	,	0 , PNCT
26324	очень	0 очень ADVB
26325	хорошо	0 хорошо ADVB
26326	понимаешь	0 понимать VERB impf tran sing actv pres 2per indc
26327	всю	0 весь ADJF Apro femn sing accs
26328	точность	0 точность NOUN femn inan sing accs
26329	этого	0 этот ADJF Apro neut sing gent
26330	определения	0 определение NOUN neut inan sing gent
26331	.	0 . PNCT
/sent
sent
26331	По	0 по PREP
26332	странному	0 странный ADJF neut sing datv
26333	стечению	0 стечение NOUN neut inan sing datv
26334	обстоятельств	0 обстоятельство NOUN neut inan plur gent
26335	,	0 , PNCT
26335	сегодня	0 сегодня ADVB
26336	в	0 в PREP
26337	"	0 " PNCT
26337	Независимой	0 независимый ADJF femn sing loct
26338	газете	0 газета NOUN femn inan sing loct
26339	"	0 " PNCT
26339	вышла	0 выйти VERB perf intr actv femn sing past indc
26340	заметка	0 заметка NOUN femn inan sing nomn
26341	под	0 под PREP
26342	авторством	0 авторство NOUN neut inan sing ablt
26343	Михаила	0 Михаил NOUN masc anim sing gent
26344	Коданева	0 Коданев NOUN masc anim sing gent
26345	,	0 , PNCT
26345	в	0 в PREP
26346	которой	0 который ADJF Apro femn sing loct
26347	он	0 он ADJF Apro Subx masc sing 3per nomn
26348	от	0 от PREP
26349	лица	0 лицо NOUN neut inan sing gent
26350	своей	0 свой ADJF Apro femn sing gent
26351	партии	0 партия NOUN femn inan sing gent
26352	осуждает	0 осуждать VERB impf tran sing actv pres 3per indc
26353	президентскую	0 президентский ADJF femn sing accs
26354	инициативу	0 инициатива NOUN femn inan sing accs
26355	укрупнения	0 укрупнение NOUN neut inan sing gent
26356	регионов	0 регион NOUN masc inan plur gent
26357	Российской	0 российский ADJF femn sing gent
26358	Федерации	0 федерация NOUN femn inan sing gent
26359	,	0 , PNCT
26359	проводя	0 проводить GRND impf tran actv pres
26360	в	0 в PREP
26361	тексте	0 текст NOUN masc inan sing loct
26362	аналогии	0 аналогия NOUN femn inan plur accs
26363	с	0 с PREP
26364	унитарным	0 унитарный ADJF neut sing ablt
26365	государственного	0 государственный ADJF neut sing gent
26366	устройства	0 устройство NOUN neut inan sing gent
26367	Советского	0 советский ADJF masc sing gent
26368	Союза	0 союз NOUN masc inan sing gent
26369	.	0 . PNCT
/sent
sent
26369	В	0 в PREP
26370	недавнем	0 недавний ADJF masc sing loct
26371	скандале	0 скандал NOUN masc inan sing loct
26372	с	0 с PREP
26373	"	0 " PNCT
26373	Энрон	0 Энрон NOUN masc inan Fixd sing ablt
26374	"	0 " PNCT
26374	позиция	0 позиция NOUN femn inan sing nomn
26375	государства	0 государство NOUN neut inan sing gent
26376	была	0 быть VERB impf intr actv femn sing past indc
26377	оформлена	0 оформить PRTS perf femn sing pssv past
26378	мгновенно	0 мгновенно ADVB
26379	,	0 , PNCT
26379	сильно	0 сильно ADVB
26380	и	0 и CONJ
26381	точно	0 точно ADVB
26382	.	0 . PNCT
/sent
sent
26382	Мы	0 мы ADJF Apro Subx plur 1per nomn
26383	стремительно	0 стремительно ADVB
26384	приближаемся	0 приближаться VERB impf intr plur pres 1per indc
26385	к	0 к PREP
26386	выборам	0 выборы NOUN plur datv
26387	в	0 в PREP
26388	Государственную	0 государственный ADJF femn sing accs
26389	думу	0 дума NOUN femn inan sing accs
26390	и	0 и CONJ
26391	президента	0 президент NOUN masc anim sing gent
26392	Российской	0 российский ADJF femn sing gent
26393	Федерации	0 федерация NOUN femn inan sing gent
26394	.	0 . PNCT
/sent
sent
26394	Природная	0 природный ADJF femn sing nomn
26395	рента	0 рента NOUN femn inan sing nomn
26396	является	0 являться VERB impf intr sing pres 3per indc
26397	национальным	0 национальный ADJF neut sing ablt
26398	богатством	0 богатство NOUN neut inan sing ablt
26399	.	0 . PNCT
/sent
sent
26399	Этим	0 это ADJF Apro Subx neut sing ablt
26400	везде	0 везде ADVB Ques
26401	занимаются	0 заниматься VERB impf intr plur pres 3per indc
26402	власти	0 власть NOUN femn inan plur nomn
26403	,	0 , PNCT
26403	а	0 а CONJ
26404	российское	0 российский ADJF neut sing nomn
26405	правительство	0 правительство NOUN neut inan sing nomn
26406	увлечено	0 увлечь PRTS perf neut sing pssv past
26407	либералистскими	0 либералистский ADJF plur ablt
26408	экспериментами	0 эксперимент NOUN masc inan plur ablt
26409	и	0 и CONJ
26410	помогать	0 помогать INFN impf intr actv
26411	"	0 " PNCT
26411	рыночному	0 рыночный ADJF neut sing datv
26412	саморегулированию	0 саморегулирование NOUN neut inan sing datv
26413	"	0 " PNCT
26413	не	0 не PRCL
26414	хочет	0 хотеть VERB impf tran actv sing pres 3per indc
26415	--	0 -- PNCT
26415	и	0 и CONJ
26416	,	0 , PNCT
26416	честно	0 честно ADVB
26417	говоря	0 говорить GRND impf tran actv pres
26418	,	0 , PNCT
26418	вряд	0 вряд ADVB
26419	ли	0 ли PRCL
26420	смогло	0 смочь VERB perf intr actv neut sing past indc
26421	бы	0 бы PRCL
26422	.	0 . PNCT
/sent
sent
26422	Как	0 как CONJ
26423	минимум	0 минимум NOUN masc inan sing accs
26424	пристальное	0 пристальный ADJF neut sing nomn
26425	внимание	0 внимание NOUN neut inan sing nomn
26426	государственных	0 государственный ADJF plur gent
26427	органов	0 орган NOUN masc inan plur gent
26428	к	0 к PREP
26429	сделке	0 сделка NOUN femn inan sing datv
26430	ЮКОС	0 Юкос NOUN masc inan sing nomn
26431	-	0 - PNCT
26432	-	0 - PNCT
26433	'	0 ' PNCT
26434	Сибнефть	0 Сибнефть NOUN femn inan sing nomn
26435	'	0 ' PNCT
26436	.	0 . PNCT
/sent
sent
26437	Всё	0 всё ADJF Apro Subx neut sing nomn
26438	это	0 это ADJF Apro Subx neut sing nomn
26439	для	0 для PREP
26440	нас	0 мы ADJF Apro Subx plur 1per gent
26441	переносимо	0 переносить PRTS impf neut sing pssv pres
26442	.	0 . PNCT
/sent
sent
26442	Оно	0 оно ADJF Apro Subx neut sing 3per nomn
26443	порождается	0 порождаться VERB impf intr sing pres 3per indc
26444	также	0 также PRCL
26445	неотработанностью	0 неотработанность NOUN femn inan sing ablt
26446	законов	0 закон NOUN masc inan plur gent
26447	,	0 , PNCT
26447	отсутствием	0 отсутствие NOUN neut inan sing ablt
26448	закона	0 закон NOUN masc inan sing gent
26449	о	0 о PREP
26450	вывозе	0 вывоз NOUN masc inan sing loct
26451	капитала	0 капитал NOUN masc inan sing gent
26452	,	0 , PNCT
26452	неэффективностью	0 неэффективность NOUN femn inan sing ablt
26453	валютного	0 валютный ADJF masc sing gent
26454	контроля	0 контроль NOUN masc inan sing gent
26455	.	0 . PNCT
/sent
sent
26455	В	0 в PREP
26456	таких	0 такой ADJF Apro plur loct
26457	случаях	0 случай NOUN masc inan plur loct
26458	ещё	0 еще ADVB
26459	на	0 на PREP
26460	стадии	0 стадия NOUN femn inan sing loct
26461	отбора	0 отбор NOUN masc inan sing gent
26462	присяжных	0 присяжный NOUN masc anim plur gent
26463	нужно	0 нужно PRED
26464	будет	0 быть VERB impf intr actv sing futr 3per indc
26465	уточнять	0 уточнять INFN impf tran actv
26466	степень	0 степень NOUN femn inan sing accs
26467	их	0 их ADJF Apro
26468	информированности	0 информированность NOUN femn inan sing gent
26469	и	0 и CONJ
26470	предвзятости	0 предвзятость NOUN femn inan sing gent
26471	.	0 . PNCT
/sent
sent
26471	Вдобавок	0 вдобавок ADVB
26472	ТСЖ	0 ТСЖ NOUN neut inan Fixd plur datv
26473	и	0 и CONJ
26474	прочим	0 прочий ADJF Apro plur datv
26475	жилищным	0 жилищный ADJF plur datv
26476	кооперативам	0 кооператив NOUN masc inan plur datv
26477	будет	0 быть VERB impf intr actv sing futr 3per indc
26478	намного	0 намного ADVB
26479	проще	0 просто PRED
26480	,	0 , PNCT
26480	чем	0 чем CONJ
26481	жильцам	0 жилец NOUN masc anim plur datv
26482	,	0 , PNCT
26482	осуществлять	0 осуществлять INFN impf tran actv
26483	контроль	0 контроль NOUN masc inan sing accs
26484	над	0 над PREP
26485	тарифами	0 тариф NOUN masc inan plur ablt
26486	,	0 , PNCT
26486	которые	0 который ADJF Apro plur accs inan
26487	формируют	0 формировать VERB impf tran plur actv pres 3per indc
26488	производители	0 производитель NOUN masc anim plur nomn
26489	тепла	0 тепло NOUN neut inan sing gent
26490	,	0 , PNCT
26490	воды	0 вода NOUN femn inan sing gent
26491	и	0 и CONJ
26492	т	0 то ADJF Apro Subx neut sing datv
26493	.	0 . PNCT
26493	п	0 подобный neut sing gent
26494	.	0 . PNCT
26494	Но	0 но CONJ
26495	все	0 весь ADJF Apro plur nomn
26496	инициативы	0 инициатива NOUN femn inan plur nomn
26497	"	0 " PNCT
26497	Яблока	0 яблоко NOUN neut inan sing gent
26498	"	0 " PNCT
26498	остались	0 остаться VERB perf intr plur past indc
26499	гласом	0 глас NOUN masc inan sing ablt
26500	вопиющего	0 вопиющий ADJF masc sing gent
26501	в	0 в PREP
26502	пустыне	0 пустыня NOUN femn inan sing loct
26503	.	0 . PNCT
/sent
sent
26503	Несколько	0 несколько NUMR accs
26504	лет	0 год NOUN masc inan plur gent
26505	назад	0 назад ADVB
26506	Счётная	0 счетный ADJF femn sing nomn
26507	палата	0 палата NOUN femn inan sing nomn
26508	проводила	0 проводить VERB impf tran femn sing actv past indc
26509	проверку	0 проверка NOUN femn inan sing accs
26510	и	0 и CONJ
26511	выяснила	0 выяснить VERB perf tran femn sing actv past indc
26512	,	0 , PNCT
26512	что	0 что CONJ
26513	долги	0 долг NOUN masc inan plur accs
26514	возвращали	0 возвращать VERB impf tran plur actv past indc
26515	негодным	0 негодный ADJF masc sing ablt
26516	ширпотребом	0 ширпотреб NOUN masc inan sing ablt
26517	,	0 , PNCT
26517	некоторые	0 некоторый ADJF Apro plur accs inan
26518	вообще	0 вообще ADVB
26519	прощали	0 прощать VERB impf tran plur actv past indc
26520	.	0 . PNCT
/sent
sent
26520	Надо	0 надо PRED
26521	разработать	0 разработать INFN perf tran actv
26522	такую	0 такой ADJF Apro femn sing accs
26523	социальную	0 социальный ADJF femn sing accs
26524	систему	0 система NOUN femn inan sing accs
26525	,	0 , PNCT
26525	которая	0 который ADJF Apro femn sing nomn
26526	максимально	0 максимально ADVB
26527	защищала	0 защищать VERB impf tran femn sing actv past indc
26528	бы	0 бы PRCL
26529	детей	0 ребенок NOUN masc anim plur accs
26530	из	0 из PREP
26531	малообеспеченных	0 малообеспеченный ADJF plur gent
26532	семей	0 семья NOUN femn inan plur gent
26533	.	0 . PNCT
/sent
sent
26533	Когда	0 когда CONJ
26534	в	0 в PREP
26535	начале	0 начало NOUN neut inan sing loct
26536	70-х	0 70-й ADJF Anum plur gent
26537	министр	0 министр NOUN masc anim sing nomn
26538	нефти	0 нефть NOUN femn inan sing gent
26539	Саудовской	0 саудовский ADJF femn sing gent
26540	Аравии	0 Аравия NOUN femn inan sing gent
26541	Ямани	0 Ямани NOUN Ms-f anim Fixd sing nomn
26542	в	0 в PREP
26543	жёстких	0 жесткий ADJF plur loct
26544	переговорах	0 переговоры NOUN plur loct
26545	с	0 с PREP
26546	западными	0 западный ADJF plur ablt
26547	компаниями	0 компания NOUN femn inan plur ablt
26548	воплотил	0 воплотить VERB perf tran masc sing actv past indc
26549	план	0 план NOUN masc inan sing accs
26550	национализации	0 национализация NOUN femn inan sing gent
26551	нефти	0 нефть NOUN femn inan sing gent
26552	"	0 " PNCT
26552	солнце	0 солнце NOUN neut inan sing nomn
26553	выгодных	0 выгодный ADJF plur gent
26554	концессий	0 концессия NOUN femn inan plur gent
26555	закатилось	0 закатиться VERB perf intr neut sing past indc
26556	"	0 " PNCT
26557	.	0 . PNCT
/sent
sent
26558	И	0 и CONJ
26559	мы	0 мы ADJF Apro Subx plur 1per nomn
26560	исполнение	0 исполнение NOUN neut inan sing accs
26561	бюджетов	0 бюджет NOUN masc inan plur gent
26562	защищаем	0 защищать VERB impf tran plur actv pres 1per indc
26563	в	0 в PREP
26564	Госдуме	0 Госдума NOUN femn inan sing loct
26565	так	0 так ADVB Ques
26566	же	0 же PRCL
26567	,	0 , PNCT
26567	как	0 как ADVB Ques
26568	и	0 и CONJ
26569	проекты	0 проект NOUN masc inan plur accs
26570	бюджетов	0 бюджет NOUN masc inan plur gent
26571	.	0 . PNCT
/sent
sent
26571	Но	0 но CONJ
26572	и	0 и CONJ
26573	у	0 у PREP
26574	них	0 они ADJF Apro Subx plur 3per gent
26575	из	0 из PREP
26576	этого	0 это ADJF Apro Subx neut sing gent
26577	ничего	0 ничто ADJF Apro Subx neut sing gent
26578	не	0 не PRCL
26579	получится	0 получиться VERB perf intr sing futr 3per indc
26580	.	0 . PNCT
/sent
sent
26580	Теперь	0 теперь ADVB Ques
26581	будем	0 быть VERB impf intr actv plur futr 1per indc
26582	судиться	0 судиться INFN impf intr
26583	в	0 в PREP
26584	Страсбурге	0 Страсбург NOUN masc inan sing loct
26585	.	0 . PNCT
/sent
sent
26585	Ахмаду	0 Ахмад NOUN masc anim sing datv
26586	Кадырову	0 Кадыров NOUN masc anim sing datv
26587	удалось	0 удаться VERB perf intr neut sing past indc
26588	добиться	0 добиться INFN perf intr
26589	от	0 от PREP
26590	Кремля	0 кремль NOUN masc inan sing gent
26591	форсирования	0 форсирование NOUN neut inan sing gent
26592	избирательного	0 избирательный ADJF masc sing gent
26593	процесса	0 процесс NOUN masc inan sing gent
26594	в	0 в PREP
26595	Чечне	0 Чечня NOUN femn inan sing loct
26596	:	0 : PNCT
26596	выборы	0 выборы NOUN plur nomn
26597	президента	0 президент NOUN masc anim sing gent
26598	республики	0 республика NOUN femn inan sing gent
26599	,	0 , PNCT
26599	согласно	0 согласно PREP
26600	указу	0 указ NOUN masc inan sing datv
26601	президента	0 президент NOUN masc anim sing gent
26602	РФ	0 РФ NOUN femn inan Fixd sing gent
26603	,	0 , PNCT
26603	назначены	0 назначить PRTS perf plur pssv past
26604	на	0 на PREP
26605	5	0 5 NUMR
26606	октября	0 октябрь NOUN masc inan sing gent
26607	этого	0 этот ADJF Apro masc sing gent
26608	года	0 год NOUN masc inan sing gent
26609	.	0 . PNCT
/sent
sent
26609	А	0 а CONJ
26610	у	0 у PREP
26611	вас	0 вы ADJF Apro Subx plur 2per gent
26612	с	0 с PREP
26613	Владимиром	0 Владимир NOUN masc anim sing ablt
