sent
1	Кстати	0 кстати CONJ Prnt
25927	не	0 не PRCL
25928	маркетинг	0 маркетинг NOUN masc inan sing nomn
25929	карьеры	0 карьера NOUN femn inan sing gent
25930	,	0 , PNCT
25930	а	0 а CONJ
25931	желание	0 желание NOUN neut inan sing nomn
25932	новых	0 новый ADJF plur gent
25933	ролей	0 роль NOUN femn inan plur gent
25934	.	0 . PNCT
/sent
sent
25934	Приём	0 прием NOUN masc inan sing nomn
25935	на	0 на PREP
25936	работу	0 работа NOUN femn inan sing accs
25937	узких	0 узкий ADJF plur gent
25938	специалистов	0 специалист NOUN masc anim plur gent
25939	часто	0 часто ADVB
25940	приводит	0 приводить VERB impf tran sing actv pres 3per indc
25941	к	0 к PREP
25942	внутреннему	0 внутренний ADJF masc sing datv
25943	разладу	0 разлад NOUN masc inan sing datv
25944	в	0 в PREP
25945	коллективе	0 коллектив NOUN masc inan sing loct
25946	,	0 , PNCT
25946	а	0 а CONJ
25947	вовсе	0 вовсе ADVB
25948	не	0 не PRCL
25949	к	0 к PREP
25950	исключительному	0 исключительный ADJF masc sing datv
25951	росту	0 рост NOUN masc inan sing datv
25952	производительности	0 производительность NOUN femn inan sing gent
25953	.	0 . PNCT
/sent
sent
25953	Работы	0 работа NOUN femn inan plur nomn
25954	велись	0 вестись VERB impf intr plur past indc
25955	в	0 в PREP
25956	лаборатории	0 лаборатория NOUN femn inan sing loct
25957	автоматизации	0 автоматизация NOUN femn inan sing gent
25958	научных	0 научный ADJF plur gent
25959	исследований	0 исследование NOUN neut inan plur gent
25960	,	0 , PNCT
25960	которую	0 который ADJF Apro femn sing accs
25961	Лавров	0 Лавров NOUN masc anim sing nomn
25962	создал	0 создать VERB perf tran masc sing actv past indc
25963	в	0 в PREP
25964	возглавленном	0 возглавить PRTF perf tran masc sing loct pssv past
25965	им	0 он ADJF Apro Subx masc sing 3per ablt
25966	Институте	0 институт NOUN masc inan sing loct
25967	теоретической	0 теоретический ADJF femn sing gent
25968	астрономии	0 астрономия NOUN femn inan sing gent
25969	;	0 ; PNCT
25969	отсюда	0 отсюда ADVB Ques
25970	и	0 и CONJ
25971	название	0 название NOUN neut inan sing nomn
25972	--	0 -- PNCT
25972	СПОРА	0 спора NOUN femn inan sing nomn
25973	(	0 ( PNCT
25974	"	0 " PNCT
25975	система	0 система NOUN femn inan sing nomn
25976	ПО	0 ПО NOUN neut inan Fixd sing gent
25977	работ	0 работа NOUN femn inan plur gent
25978	по	0 по PREP
25979	астрономии	0 астрономия NOUN femn inan sing datv
25980	"	0 " PNCT
25981	)	0 ) PNCT
25982	.	0 . PNCT
/sent
sent
25983	Его	0 его ADJF Apro
25984	появление	0 появление NOUN neut inan sing nomn
25985	на	0 на PREP
25986	алой	0 алый ADJF femn sing loct
25987	лестнице	0 лестница NOUN femn inan sing loct
25988	было	0 быть VERB impf intr actv neut sing past indc
25989	встречено	0 встретить PRTS perf neut sing pssv past
25990	нескончаемыми	0 нескончаемый ADJF plur ablt
25991	овациями	0 овация NOUN femn inan plur ablt
25992	.	0 . PNCT
/sent
sent
25992	После	0 после PREP
25993	подгонки	0 подгонка NOUN femn inan sing gent
25994	на	0 на PREP
25995	одной	0 один ADJF Apro femn sing loct
25996	заготовке	0 заготовка NOUN femn inan sing loct
25997	высверливаем	0 высверливать VERB impf tran plur actv pres 1per indc
25998	отверстия	0 отверстие NOUN neut inan plur accs
25999	.	0 . PNCT
/sent
sent
25999	Борис	0 Борис NOUN masc anim sing nomn
26000	Коновалов	0 Коновалов NOUN masc anim sing nomn
26001	,	0 , PNCT
26001	вице-президент	0 вице-президент NOUN masc anim sing nomn
26002	компании	0 компания NOUN femn inan sing gent
26003	TopS	0 TopS UNKN
26004	BI	0 BI UNKN
/sent
sent
26005	23	0 23 NUMR
26006	декабря	0 декабрь NOUN masc inan sing gent
26007	в	0 в PREP
26008	19	0 19 NUMR
26009	.	0 . PNCT
26009	00	0 00 NUMR
26010	в	0 в PREP
26011	Республиканском	0 республиканский ADJF masc sing loct
26012	дворце	0 дворец NOUN masc inan sing loct
26013	культуры	0 культура NOUN femn inan sing gent
26014	состоится	0 состояться VERB perf intr sing futr 3per indc
26015	юбилейный	0 юбилейный ADJF masc sing nomn
26016	концерт	0 концерт NOUN masc inan sing nomn
26017	сборной	0 сборный ADJF femn sing gent
26018	команды	0 команда NOUN femn inan sing gent
26019	КВН	0 КВН NOUN masc inan sing gent
26020	РМ	0 РМ NOUN femn inan Fixd sing gent
26021	.	0 . PNCT
/sent
sent
26021	Решение	0 решение NOUN neut inan sing nomn
26022	о	0 о PREP
26023	закрытии	0 закрытие NOUN neut inan sing loct
26024	съездов	0 съезд NOUN masc inan plur gent
26025	принято	0 принять PRTS perf neut sing pssv past
26026	в	0 в PREP
26027	связи	0 связь NOUN femn inan sing loc2
26028	с	0 с PREP
26029	проведением	0 проведение NOUN neut inan sing ablt
26030	работ	0 работа NOUN femn inan plur gent
26031	по	0 по PREP
26032	строительству	0 строительство NOUN neut inan sing datv
26033	3-го	0 3-й ADJF Anum neut sing gent
26034	транспортного	0 транспортный ADJF neut sing gent
26035	кольца	0 кольцо NOUN neut inan sing gent
26036	.	0 . PNCT
/sent
sent
26036	Метод	0 метод NOUN masc inan sing nomn
26037	имитации	0 имитация NOUN femn inan sing gent
26038	отжига	0 отжиг NOUN masc inan sing gent
26039	не	0 не PRCL
26040	зависит	0 зависеть VERB impf intr actv sing pres 3per indc
26041	от	0 от PREP
26042	типа	0 тип NOUN masc inan sing gent
26043	раскроя	0 раскрой NOUN masc inan sing gent
26044	,	0 , PNCT
26044	он	0 он ADJF Apro Subx masc sing 3per nomn
26045	работает	0 работать VERB impf intr actv sing pres 3per indc
26046	только	0 только PRCL
26047	с	0 с PREP
26048	последовательностью	0 последовательность NOUN femn inan sing ablt
26049	деталей	0 деталь NOUN femn inan plur gent
26050	,	0 , PNCT
26050	называемой	0 называть PRTF impf tran femn sing ablt pssv pres
26051	приоритетным	0 приоритетный ADJF masc sing ablt
26052	списком	0 список NOUN masc inan sing ablt
26053	,	0 , PNCT
26053	а	0 а CONJ
26054	в	0 в PREP
26055	терминах	0 термин NOUN masc inan plur loct
26056	метода	0 метод NOUN masc inan sing gent
26057	имитации	0 имитация NOUN femn inan sing gent
26058	отжига	0 отжиг NOUN masc inan sing gent
26059	--	0 -- PNCT
26059	состоянием	0 состояние NOUN neut inan sing ablt
26060	.	0 . PNCT
/sent
sent
26060	Действует	0 действовать VERB impf intr actv sing pres 3per indc
26061	система	0 система NOUN femn inan sing nomn
26062	накопительных	0 накопительный ADJF plur gent
26063	скидок	0 скидка NOUN femn inan plur gent
26064	и	0 и CONJ
26065	дисконтных	0 дисконтный ADJF plur gent
26066	карт	0 карта NOUN femn inan plur gent
26067	.	0 . PNCT
/sent
sent
26067	Примером	0 пример NOUN masc inan sing ablt
26068	табличной	0 табличный ADJF femn sing gent
26069	модели	0 модель NOUN femn inan sing gent
26070	информационной	0 информационный ADJF femn sing gent
26071	атаки	0 атака NOUN femn inan sing gent
26072	является	0 являться VERB impf intr sing pres 3per indc
26073	разработка	0 разработка NOUN femn inan sing nomn
26074	Г	0 Г UNKN
26075	.	0 . PNCT
26075	Амора	0 Амор NOUN masc anim sing gent
26076	[	0 [ PNCT
26076	2	0 2 NUMR
26077	]	0 ] PNCT
26078	.	0 . PNCT
/sent
sent
26079	Дайте	0 дать VERB perf tran plur actv impr excl
26080	ложку	0 ложка NOUN femn inan sing accs
26081	малышу	0 малыш NOUN masc anim sing datv
26082	и	0 и CONJ
26083	направляйте	0 направлять VERB impf tran plur actv impr excl
26084	её	0 она ADJF Apro Subx femn sing 3per accs
26085	своей	0 свой ADJF Apro femn sing ablt
26086	рукой	0 рука NOUN femn inan sing ablt
26087	ему	0 он ADJF Apro Subx masc sing 3per datv
26088	в	0 в PREP
26089	рот	0 рот NOUN masc inan sing accs
26090	.	0 . PNCT
/sent
sent
26090	Для	0 для PREP
26091	решения	0 решение NOUN neut inan sing gent
26092	первой	0 первый ADJF Anum femn sing gent
26093	задачи	0 задача NOUN femn inan sing gent
26094	осуществляется	0 осуществляться VERB impf intr sing pres 3per indc
26095	разбиение	0 разбиение NOUN neut inan sing nomn
26096	общей	0 общий ADJF femn sing gent
26097	задачи	0 задача NOUN femn inan sing gent
26098	оценивания	0 оценивание NOUN neut inan sing gent
26099	ситуации	0 ситуация NOUN femn inan sing gent
26100	на	0 на PREP
26101	систему	0 система NOUN femn inan sing accs
26102	иерархически	0 иерархически ADVB
26103	соподчинённых	0 соподчиненный ADJF plur gent
26104	задач	0 задача NOUN femn inan plur gent
26105	оценивания	0 оценивание NOUN neut inan sing gent
26106	.	0 . PNCT
/sent
sent
26106	В	0 в PREP
26107	общем	0 общее NOUN neut inan sing loct
26108	-	0 - PNCT
26108	то	0 то PRCL
26109	,	0 , PNCT
26109	конечно	0 конечно CONJ Prnt
26110	,	0 , PNCT
26110	грешники	0 грешник NOUN masc anim plur nomn
26111	или	0 или CONJ
26112	,	0 , PNCT
26112	вернее	0 вернее CONJ Prnt
26113	,	0 , PNCT
26114	-	0 - PNCT
26115	-	0 - PNCT
26116	сволочь	0 сволочь NOUN femn anim sing nomn
26117	,	0 , PNCT
26117	как	0 как CONJ
26118	говорил	0 говорить VERB impf tran masc sing actv past indc
26119	наш	0 наш ADJF Apro masc sing nomn
26120	великий	0 великий ADJF masc sing nomn
26121	Петр	0 Петр NOUN masc anim sing nomn
26122	,	0 , PNCT
26122	обезьянья	0 обезьяний ADJF femn sing nomn
26123	сволочь	0 сволочь NOUN femn anim sing nomn
26124	.	0 . PNCT
/sent
sent
26124	Назначения	0 назначение NOUN neut inan plur nomn
26125	в	0 в PREP
26126	Концерне	0 концерн NOUN masc inan sing loct
26127	ПВО	0 ПВО NOUN femn inan Fixd sing gent
26128	"	0 " PNCT
26128	Алмаз-Антей	0 алмаз-антей NOUN masc inan sing nomn
26129	"	0 " PNCT
/sent
sent
26129	Потому	0 потому ADVB Ques
26130	что	0 что CONJ
26131	за	0 за PREP
26132	ответы	0 ответ NOUN masc inan plur accs
26133	на	0 на PREP
26134	них	0 они ADJF Apro Subx plur 3per accs
26135	придётся	0 прийтись VERB perf intr sing futr 3per indc
26136	платить	0 платить INFN impf tran actv
26137	очень	0 очень ADVB
26138	и	0 и CONJ
26139	очень	0 очень ADVB
26140	дорого	0 дорого ADVB
26141	.	0 . PNCT
/sent
sent
26141	Программа	0 программа NOUN femn inan sing nomn
26142	-	0 - PNCT
26142	оболочка	0 оболочка NOUN femn inan sing nomn
26143	предусматривает	0 предусматривать VERB impf tran sing actv pres 3per indc
26144	возможность	0 возможность NOUN femn inan sing accs
26145	ввода	0 ввод NOUN masc inan sing gent
26146	дополнительных	0 дополнительный ADJF plur gent
26147	нестандартных	0 нестандартный ADJF plur gent
26148	типоразмеров	0 типоразмер NOUN masc inan plur gent
26149	листов	0 лист NOUN masc inan plur gent
26150	.	0 . PNCT
/sent
sent
26150	Уже	0 уже ADVB
26151	в	0 в PREP
26152	марте	0 март NOUN masc inan sing loct
26153	начинает	0 начинать VERB impf tran sing actv pres 3per indc
26154	устанавливаться	0 устанавливаться INFN impf intr
26155	тепло	0 тепло NOUN neut inan sing nomn
26156	,	0 , PNCT
26156	зацветают	0 зацветать VERB impf intr actv plur pres 3per indc
26157	абрикосы	0 абрикос NOUN masc inan plur nomn
26158	,	0 , PNCT
26158	персики	0 персик NOUN masc inan plur nomn
26159	,	0 , PNCT
26159	алыча	0 алыча NOUN femn inan sing nomn
26160	.	0 . PNCT
/sent
sent
26160	Распределенная	0 распределенный ADJF femn sing nomn
26161	обработка	0 обработка NOUN femn inan sing nomn
26162	ответов	0 ответ NOUN masc inan plur gent
/sent
sent
26163	Прилавков	0 прилавок NOUN masc inan plur gent
26164	не	0 не PRCL
26165	хватает	0 хватать VERB impf intr actv sing pres 3per indc
26166	,	0 , PNCT
26166	торгуют	0 торговать VERB impf tran plur actv pres 3per indc
26167	даже	0 даже PRCL
26168	на	0 на PREP
26169	земле	0 земля NOUN femn inan sing loct
26170	.	0 . PNCT
/sent
sent
26170	Паротитные	0 паротитный ADJF plur nomn
26171	энцефалиты	0 энцефалит NOUN masc inan plur nomn
26172	более	0 более ADVB
26173	редки	0 редкий ADJS plur
26174	,	0 , PNCT
26174	но	0 но CONJ
26175	всегда	0 всегда ADVB Ques
26176	протекают	0 протекать VERB impf intr actv plur pres 3per indc
26177	с	0 с PREP
26178	высокой	0 высокий ADJF femn sing ablt
26179	лихорадкой	0 лихорадка NOUN femn inan sing ablt
26180	,	0 , PNCT
26180	выраженными	0 выразить PRTF perf tran plur ablt pssv past
26181	нарушениями	0 нарушение NOUN neut inan plur ablt
26182	сознания	0 сознание NOUN neut inan sing gent
26183	и	0 и CONJ
26184	очень	0 очень ADVB
26185	часто	0 часто ADVB
26186	также	0 также PRCL
26187	приводят	0 приводить VERB impf tran plur actv pres 3per indc
26188	к	0 к PREP
26189	остаточным	0 остаточный ADJF plur datv
26190	дефектам	0 дефект NOUN masc inan plur datv
26191	.	0 . PNCT
/sent
sent
26191	Определение	0 определение NOUN neut inan sing nomn
26192	цитотоксической	0 цитотоксический ADJF femn sing gent
26193	активности	0 активность NOUN femn inan sing gent
26194	препаратов	0 препарат NOUN masc inan plur gent
26195	героина	0 героин NOUN masc inan sing gent
26196	.	0 . PNCT
/sent
sent
26196	Необходимо	0 необходимо PRED
26197	отметить	0 отметить INFN perf tran actv
26198	,	0 , PNCT
26198	что	0 что CONJ
26199	эта	0 этот ADJF Apro femn sing nomn
26200	вспышка	0 вспышка NOUN femn inan sing nomn
26201	возникла	0 возникнуть VERB perf intr actv femn sing past indc
26202	через	0 через PREP
26203	6	0 6 NUMR
26204	лет	0 год NOUN masc inan plur gent
26205	после	0 после PREP
26206	того	0 то ADJF Apro Subx neut sing gent
26207	.	0 . PNCT
26207	как	0 как CONJ
26208	Американский	0 американский ADJF masc sing nomn
26209	континент	0 континент NOUN masc inan sing nomn
26210	в	0 в PREP
26211	1994	0 1994 NUMR
26212	г	0 год NOUN masc inan sing loct
26213	.	0 . PNCT
26213	был	0 быть VERB impf intr actv masc sing past indc
26214	первым	0 первый ADJF Anum masc sing ablt
26215	сертифицирован	0 сертифицировать PRTS perf masc sing pssv past
26216	как	0 как CONJ
26217	континент	0 континент NOUN masc inan sing nomn
26218	,	0 , PNCT
26218	свободный	0 свободный ADJF masc sing nomn
26219	от	0 от PREP
26220	полиомиелита	0 полиомиелит NOUN masc inan sing gent
26221	.	0 . PNCT
/sent
sent
26221	Торжественное	0 торжественный ADJF neut sing nomn
26222	открытие	0 открытие NOUN neut inan sing nomn
26223	выставки	0 выставка NOUN femn inan sing gent
26224	состоится	0 состояться VERB perf intr sing futr 3per indc
26225	24	0 24 NUMR
26226	октября	0 октябрь NOUN masc inan sing gent
26227	в	0 в PREP
26228	12	0 12 NUMR
26229	часов	0 час NOUN masc inan plur gent
26230	.	0 . PNCT
/sent
sent
26230	Заключение	0 заключение NOUN neut inan sing nomn
/sent
sent
26231	Работа	0 работа NOUN femn inan sing nomn
26232	предоставляется	0 предоставляться VERB impf intr sing pres 3per indc
26233	на	0 на PREP
26234	конкурсной	0 конкурсный ADJF femn sing loct
26235	основе	0 основа NOUN femn inan sing loct
26236	--	0 -- PNCT
26236	желающие	0 желающий NOUN masc anim plur nomn
26237	проходят	0 проходить VERB impf tran plur actv pres 3per indc
26238	собеседование	0 собеседование NOUN neut inan sing accs
26239	,	0 , PNCT
26239	тестирование	0 тестирование NOUN neut inan sing accs
26240	,	0 , PNCT
26240	отбор	0 отбор NOUN masc inan sing accs
26241	и	0 и CONJ
26242	утверждение	0 утверждение NOUN neut inan sing accs
26243	на	0 на PREP
26244	художественно-экспертном	0 художественно-экспертный ADJF masc sing loct
26245	совете	0 совет NOUN masc inan sing loct
26246	МШМ	0 МШМ NOUN femn inan sing gent
26247	.	0 . PNCT
/sent
sent
26247	Подзаголовок	0 подзаголовок NOUN masc inan sing nomn
26248	иронично	0 иронично ADVB
26249	замечает	0 замечать VERB impf tran sing actv pres 3per indc
26250	:	0 : PNCT
26251	«	0 « PNCT
26252	От	0 от PREP
26253	ломбарда	0 ломбард NOUN masc inan sing gent
26254	до	0 до PREP
26255	доллара	0 доллар NOUN masc inan sing gent
26256	»	0 » PNCT
26257	.	0 . PNCT
/sent
sent
26258	По	0 по PREP
26259	оценкам	0 оценка NOUN femn inan plur datv
26260	"	0 " PNCT
26260	Финансовых	0 финансовый ADJF plur gent
26261	известий	0 известие NOUN neut inan plur gent
26262	"	0 " PNCT
26263	,	0 , PNCT
26264	наибольшей	0 наибольший ADJF femn sing ablt
26265	популярностью	0 популярность NOUN femn inan sing ablt
26266	среди	0 среди PREP
26267	рекламодателей	0 рекламодатель NOUN masc anim plur gent
26268	пользуются	0 пользоваться VERB impf intr plur pres 3per indc
26269	"	0 " PNCT
26269	МК	0 МК NOUN masc inan Fixd sing nomn
26270	""	0 "" PNCT
26270	АиФ	0 АиФ NOUN masc inan Fixd sing nomn
26271	"	0 " PNCT
26271	и	0 и CONJ
26272	"	0 " PNCT
26272	Комсомольская	0 комсомольский ADJF femn sing nomn
26273	правда	0 правда NOUN femn inan sing nomn
26274	"	0 " PNCT
26275	.	0 . PNCT
/sent
sent
26276	Они	0 они ADJF Apro Subx plur 3per nomn
26277	увидели	0 увидеть VERB perf tran plur actv past indc
26278	премьеру	0 премьера NOUN femn inan sing accs
26279	"	0 " PNCT
26279	Солнечный	0 солнечный ADJF masc sing nomn
26280	зайчик	0 зайчик NOUN masc inan sing nomn
26281	"	0 " PNCT
26282	,	0 , PNCT
26283	а	0 а CONJ
26284	также	0 также PRCL
26285	спектакль	0 спектакль NOUN masc inan sing nomn
26286	"	0 " PNCT
26286	Крокодил	0 крокодил NOUN masc anim sing nomn
26287	"	0 " PNCT
26288	,	0 , PNCT
26289	с	0 с PREP
26290	успехом	0 успех NOUN masc inan sing ablt
26291	идущий	0 идти PRTF impf intr actv masc sing nomn pres
26292	на	0 на PREP
26293	сцене	0 сцена NOUN femn inan sing loct
26294	Московского	0 московский ADJF masc sing gent
26295	театра	0 театр NOUN masc inan sing gent
26296	кукол	0 кукла NOUN femn inan plur gent
26297	уже	0 уже ADVB
26298	не	0 не PRCL
26299	один	0 один ADJF Anum masc accs inan
26300	год	0 год NOUN masc inan sing accs
26301	.	0 . PNCT
/sent
sent
26301	Изготовление	0 изготовление NOUN neut inan sing nomn
26302	и	0 и CONJ
26303	размещение	0 размещение NOUN neut inan sing nomn
26304	рекламы	0 реклама NOUN femn inan sing gent
26305	в	0 в PREP
26306	местах	0 место NOUN neut inan plur loct
26307	продажи	0 продажа NOUN femn inan sing gent
26308	.	0 . PNCT
/sent
sent
26308	Немалый	0 немалый ADJF masc sing accs inan
26309	ущерб	0 ущерб NOUN masc inan sing accs
26310	может	0 мочь VERB impf intr actv sing pres 3per indc
26311	нанести	0 нанести INFN perf tran actv
26312	и	0 и CONJ
26313	обычный	0 обычный ADJF masc sing nomn
26314	компьютерный	0 компьютерный ADJF masc sing nomn
26315	вирус	0 вирус NOUN masc inan sing nomn
26316	,	0 , PNCT
26316	поселившийся	0 поселиться PRTF perf intr masc sing nomn past
26317	на	0 на PREP
26318	драйве	0 драйв NOUN masc inan sing loct
26319	в	0 в PREP
26320	роли	0 роль NOUN femn inan sing loct
26321	разведчика	0 разведчик NOUN masc anim sing gent
26322	.	0 . PNCT
/sent
sent
26322	Роль	0 роль NOUN femn inan sing nomn
26323	дружки	0 дружка NOUN masc anim sing gent
26324	велика	0 большой ADJS femn sing
26325	:	0 : PNCT
26325	он	0 он ADJF Apro Subx masc sing 3per nomn
26326	отвечал	0 отвечать VERB impf intr actv masc sing past indc
26327	за	0 за PREP
26328	коней	0 конь NOUN masc anim plur accs
26329	и	0 и CONJ
26330	следил	0 следить VERB impf intr actv masc sing past indc
26331	,	0 , PNCT
26331	как	0 как ADVB Ques
26332	бы	0 бы PRCL
26333	свадьбе	0 свадьба NOUN femn inan sing datv
26334	не	0 не PRCL
26335	повредили	0 повредить VERB perf tran plur actv past indc
26336	местные	0 местный ADJF plur nomn
26337	колдуны	0 колдун NOUN masc anim plur nomn
26338	.	0 . PNCT
/sent
sent
26338	Это	0 это ADJF Apro Subx neut sing nomn
26339	означает	0 означать VERB impf tran sing actv pres 3per indc
26340	,	0 , PNCT
26340	что	0 что CONJ
26341	алгоритм	0 алгоритм NOUN masc inan sing nomn
26342	работает	0 работать VERB impf intr actv sing pres 3per indc
26343	значительно	0 значительно ADVB
26344	быстрее	0 быстро ADVB
26345	для	0 для PREP
26346	крупных	0 крупный ADJF plur gent
26347	заготовок	0 заготовка NOUN femn inan plur gent
26348	.	0 . PNCT
/sent
sent
26348	Цель	0 цель NOUN femn inan sing nomn
26349	рейтинга	0 рейтинг NOUN masc inan sing gent
26350	--	0 -- PNCT
26350	оценить	0 оценить INFN perf tran actv
26351	качество	0 качество NOUN neut inan sing accs
26352	интернет-магазинов	0 интернет-магазин NOUN masc inan plur gent
26353	,	0 , PNCT
26353	чтобы	0 чтобы CONJ
26354	покупатель	0 покупатель NOUN masc anim sing nomn
26355	понимал	0 понимать VERB impf tran masc sing actv past indc
26356	,	0 , PNCT
26356	с	0 с PREP
26357	чем	0 что ADJF Apro Subx neut sing ablt
26358	он	0 он ADJF Apro Subx masc sing 3per nomn
26359	имеет	0 иметь VERB impf tran sing actv pres 3per indc
26360	дело	0 дело NOUN neut inan sing accs
26361	.	0 . PNCT
/sent
sent
26361	Можно	0 можно PRED
26362	с	0 с PREP
26363	уверенностью	0 уверенность NOUN femn inan sing ablt
26364	сказать	0 сказать INFN perf tran actv
26365	,	0 , PNCT
26365	что	0 что CONJ
26366	выход	0 выход NOUN masc inan sing nomn
26367	в	0 в PREP
26368	свет	0 свет NOUN masc inan sing accs
26369	словаря	0 словарь NOUN masc inan sing gent
26370	явится	0 явиться VERB perf intr sing futr 3per indc
26371	переломным	0 переломный ADJF masc sing ablt
26372	в	0 в PREP
26373	изучении	0 изучение NOUN neut inan sing loct
26374	орокского	0 орокский ADJF masc sing gent
26375	языка	0 язык NOUN masc inan sing gent
26376	,	0 , PNCT
26376	словарь	0 словарь NOUN masc inan sing nomn
26377	станет	0 стать VERB perf intr actv sing futr 3per indc
26378	надёжным	0 надежный ADJF masc sing ablt
26379	источником	0 источник NOUN masc inan sing ablt
26380	для	0 для PREP
26381	исследования	0 исследование NOUN neut inan sing gent
26382	уникальной	0 уникальный ADJF femn sing gent
26383	грамматической	0 грамматический ADJF femn sing gent
26384	системы	0 система NOUN femn inan sing gent
26385	и	0 и CONJ
26386	создания	0 создание NOUN neut inan sing gent
26387	подлинно	0 подлинно ADVB
26388	научной	0 научный ADJF femn sing gent
26389	академической	0 академический ADJF femn sing gent
26390	грамматики	0 грамматика NOUN femn inan sing gent
26391	.	0 . PNCT
/sent
sent
26391	Везде	0 везде ADVB Ques
26392	в	0 в PREP
26393	аэропортах	0 аэропорт NOUN masc inan plur loct
26394	протянуты	0 протянуть PRTS perf plur pssv past
26395	трогательные	0 трогательный ADJF plur nomn
26396	ленточки	0 ленточка NOUN femn inan plur nomn
26397	,	0 , PNCT
26397	под	0 под PREP
26398	которые	0 который ADJF Apro plur accs inan
26399	пролезали	0 пролезать VERB impf intr actv plur past indc
26400	все	0 все ADJF Apro Subx plur nomn
26401	,	0 , PNCT
26401	кто	0 кто ADJF Apro Subx masc sing nomn
26402	угодно	0 угодно PRCL
26403	(	0 ( PNCT
26403	включая	0 включая PREP
26404	нас	0 мы ADJF Apro Subx plur 1per accs
26405	,	0 , PNCT
26405	уставших	0 устать PRTF perf intr actv plur accs past
26406	от	0 от PREP
26407	постоянных	0 постоянный ADJF plur gent
26408	"	0 " PNCT
26408	шмонов	0 шмон NOUN masc inan plur gent
26409	"	0 " PNCT
26410	)	0 ) PNCT
26411	.	0 . PNCT
/sent
sent
26412	То	0 то ADJF Apro Subx neut sing nomn
26413	,	0 , PNCT
26413	что	0 что CONJ
26414	в	0 в PREP
26415	результате	0 результат NOUN masc inan sing loct
26416	взимания	0 взимание NOUN neut inan sing gent
26417	этой	0 этот ADJF Apro femn sing gent
26418	"	0 " PNCT
26418	контрибуции	0 контрибуция NOUN femn inan sing gent
26419	"	0 " PNCT
26419	мурманским	0 мурманский ADJF plur datv
26420	овощеводам	0 овощевод NOUN masc anim plur datv
26421	останется	0 остаться VERB perf intr sing futr 3per indc
26422	только	0 только PRCL
26423	одна	0 один ADJF Apro femn sing nomn
26424	дорога	0 дорога NOUN femn inan sing nomn
26425	--	0 -- PNCT
26425	на	0 на PREP
26426	улицу	0 улица NOUN femn inan sing accs
26427	,	0 , PNCT
26427	чубайсовских	0 чубайсовский ADJF plur accs anim
26428	наместников	0 наместник NOUN masc anim plur accs
26429	,	0 , PNCT
26429	разумеется	0 разумеется CONJ Prnt
26430	,	0 , PNCT
26430	не	0 не PRCL
26431	беспокоит	0 беспокоить VERB impf tran sing actv pres 3per indc
26432	.	0 . PNCT
/sent
sent
26432	Во	0 во PREP
26433	многих	0 многий ADJF Apro plur loct
26434	садах	0 сад NOUN masc inan plur loct
26435	есть	0 быть VERB impf intr actv sing pres 3per indc
26436	хотя	0 хотя PRCL
26437	бы	0 бы PRCL
26438	одно	0 один ADJF Apro neut sing nomn
26439	место	0 место NOUN neut inan sing nomn
26440	,	0 , PNCT
26440	где	0 где ADVB Ques
26441	бывает	0 бывать VERB impf intr actv sing pres 3per indc
26442	нужно	0 нужно PRED
26443	спуститься	0 спуститься INFN perf intr
26444	или	0 или CONJ
26445	подняться	0 подняться INFN perf intr
26446	с	0 с PREP
26447	одного	0 один ADJF Apro masc sing gent
26448	уровня	0 уровень NOUN masc inan sing gent
26449	на	0 на PREP
26450	другой	0 другой ADJF Apro masc sing accs inan
26451	.	0 . PNCT
/sent
sent
26451	Даже	0 даже PRCL
26452	в	0 в PREP
26453	самой	0 самый ADJF Apro femn sing loct
26454	Америке	0 Америка NOUN femn inan sing loct
26455	сохраняются	0 сохраняться VERB impf intr plur pres 3per indc
26456	мифы	0 миф NOUN masc inan plur nomn
26457	и	0 и CONJ
26458	стереотипы	0 стереотип NOUN masc inan plur nomn
26459	об	0 об PREP
26460	этом	0 этот ADJF Apro masc sing loct
26461	штате	0 штат NOUN masc inan sing loct
26462	.	0 . PNCT
/sent
sent
26462	AddBeamBE	0 AddBeamBE UNKN
26463	2	0 2 NUMR
26464	--	0 -- PNCT
26464	Добавить	0 добавить INFN perf tran actv
26465	балку	0 балка NOUN femn inan sing accs
26466	к	0 к PREP
26467	граничному	0 граничный ADJF masc sing datv
26468	узлу	0 узел NOUN masc inan sing datv
26469	B	0 B UNKN
26470	и	0 и CONJ
26471	к	0 к PREP
26472	второму	0 второй ADJF Anum masc sing datv
26473	концу	0 конец NOUN masc inan sing datv
26474	балки	0 балка NOUN femn inan sing gent
26475	E	0 E UNKN
26476	1	0 1 NUMR
26477	;	0 ; PNCT
/sent
sent
26477	Ещё	0 еще ADVB
26478	ингуши	0 ингуш NOUN masc anim plur nomn
26479	--	0 -- PNCT
26479	очень	0 очень ADVB
26480	доверчивый	0 доверчивый ADJF masc sing nomn
26481	народ	0 народ NOUN masc inan sing nomn
26482	,	0 , PNCT
26482	который	0 который ADJF Apro masc sing accs inan
26483	легко	0 легко PRED
26484	обмануть	0 обмануть INFN perf tran actv
26485	,	0 , PNCT
26485	но	0 но CONJ
26486	Бог	0 бог NOUN masc anim sing nomn
26487	никогда	0 никогда ADVB Ques
26488	не	0 не PRCL
26489	оставит	0 оставить VERB perf tran sing actv futr 3per indc
26490	этих	0 этот ADJF Apro plur accs anim
26491	людей	0 человек NOUN masc anim plur accs
